internalTaxonId,scientificName,name,language,main
10041,Heosemys annandalii,Yellow-headed Temple Turtle,English,true
10825,Indotestudo forstenii,Celebes Tortoise,English,false
10825,Indotestudo forstenii,East Indian Tortoise,English,false
10825,Indotestudo forstenii,Sulawesi Tortoise,English,false
10825,Indotestudo forstenii,Travancore Tortoise,English,false
10825,Indotestudo forstenii,Baning Sulawesi,Indonesian,false
10825,Indotestudo forstenii,Tortue des Celèbes,French,false
10825,Indotestudo forstenii,Tortue de Tranvancore,French,false
10825,Indotestudo forstenii,Tortuga Marrón de la India,Spanish; Castilian,false
10825,Indotestudo forstenii,Forsten's Tortoise,English,true
10950,Pangshura sylhetensis,Assam Roofed Turtle,English,true
11797,Lepus castroviejoi,Ginsterhase,German,false
11797,Lepus castroviejoi,Lepre cantabrica,Italian,false
11797,Lepus castroviejoi,Liebre de piornal,Spanish; Castilian,false
11797,Lepus castroviejoi,Lievre Cantabrique,French,false
11797,Lepus castroviejoi,Broom Hare,English,true
12695,Malaclemys terrapin,Diamond-backed Terrapin,English,false
12695,Malaclemys terrapin,Terrapin,English,false
12695,Malaclemys terrapin,Diamondback Terrapin,English,true
12696,Malacochersus tornieri,Crevice Tortoise,English,false
12696,Malacochersus tornieri,Soft-shelled Tortoise,English,false
12696,Malacochersus tornieri,Tornier's Tortoise,English,false
12696,Malacochersus tornieri,Kobe kama Chapati,Swahili,false
12696,Malacochersus tornieri,Kobe ya Mawe,Swahili,false
12696,Malacochersus tornieri,Tortue à Carapace Souple,French,false
12696,Malacochersus tornieri,Tortue de Tornier,French,false
12696,Malacochersus tornieri,Tortuga de Cuña,Spanish; Castilian,false
12696,Malacochersus tornieri,Pancake Tortoise,English,true
12775,Manouria impressa,Tortue imprimée,French,false
12775,Manouria impressa,Tortuga Marrón de Burma,Spanish; Castilian,false
12775,Manouria impressa,Impressed Tortoise,English,true
12776,Mantella aurantiaca,Ginger Tree Frog,English,false
12776,Mantella aurantiaca,Golden Frog,English,false
12776,Mantella aurantiaca,Madagascan Golden Frog,English,false
12776,Mantella aurantiaca,Malagasy Golden Mantella,English,false
12776,Mantella aurantiaca,Orange Mantella,English,false
12776,Mantella aurantiaca,Red Mantella,English,false
12776,Mantella aurantiaca,Yellow Mantella,English,false
12776,Mantella aurantiaca,Golden Mantella,English,true
1301,Anhydrophryne rattrayi,Hogsback Chirping Frog,English,false
1301,Anhydrophryne rattrayi,Hogsback Frog,English,false
1301,Anhydrophryne rattrayi,Rattray's Forest Frog,English,false
1301,Anhydrophryne rattrayi,Rattray's Frog,English,false
1301,Anhydrophryne rattrayi,Hogsback-kwetterpadda,Afrikaans,false
13038,Melanochelys tricarinata,Three-keeled Land Tortoise,English,false
13038,Melanochelys tricarinata,Three-keeled Land Turtle,English,false
13038,Melanochelys tricarinata,Three-keeled Land Turtle,English,false
13038,Melanochelys tricarinata,Tricarinate Hill Turtle,English,false
13038,Melanochelys tricarinata,Emyde Indienne à trois carènes,French,false
13038,Melanochelys tricarinata,Galápago Terrestre,Spanish; Castilian,false
13038,Melanochelys tricarinata,Géoémyde tricarénée,French,false
13038,Melanochelys tricarinata,Tortue tricarénée,French,false
13038,Melanochelys tricarinata,Tricarinate Hill Turtle,English,true
135889,Telmatobius sanborni,Sanborn's Water Frog,English,true
136056,Zhangixalus yinggelingensis,Yinggelin Treefrog,English,false
136056,Zhangixalus yinggelingensis,鹦哥岭树蛙,Chinese,true
136082,Bolitoglossa gomezi,Gomez’s Web-footed Salamander,English,true
136129,Telmatobius punctatus,Huánaco Water Frog,English,true
13873,Morenia ocellata,Bengal Eyed Terrapin,English,false
13873,Morenia ocellata,Peacock Turtle,English,false
13873,Morenia ocellata,Swamp Turtle,English,false
13873,Morenia ocellata,Emyde à ocelles de Birmanie,French,false
13873,Morenia ocellata,Galápago Ocelado de Birmania,Spanish; Castilian,false
13873,Morenia ocellata,Tortue de Birmanie,French,false
13873,Morenia ocellata,Burmese Eyed Turtle,English,true
13874,Morenia petersi,Indian Eyed Turtle,English,true
14765,Nilssonia formosa,Burmese Peacock Softshell,English,true
14856,Notochelys platynota,Malayan Flat-shelled Turtle,English,true
15026,Mauremys sinensis,Chinese Stripe-necked Turtle,English,true
15185,Ogmodon vitianus,Fiji Cobra,English,false
15185,Ogmodon vitianus,Viti Bolo,English,false
15185,Ogmodon vitianus,Fiji Snake,English,true
15509,Orlitia borneensis,Bornean River Turtle,English,false
15509,Orlitia borneensis,Malaysian Giant Turtle,English,true
15602,Euryoryzomys lamia,Monster Rice Rat,English,true
15918,Palea steindachneri,Wattle-necked Softshell Turtle,English,true
163414,Cuora mouhotii,Jagged-shelled Turtle,English,false
163414,Cuora mouhotii,Keel-backed Terrapin,English,false
163414,Cuora mouhotii,Keeled Box Turtle,English,true
163415,Cyclemys oldhamii,Stream Terrapin,English,false
163415,Cyclemys oldhamii,Southeast Asian Leaf Turtle,English,true
163423,Centrochelys sulcata,Grooved Tortoise,English,false
163423,Centrochelys sulcata,Sahel Tortoise,English,false
163423,Centrochelys sulcata,Tortue sillonnée,French,false
163423,Centrochelys sulcata,Tortuga Africana,Spanish; Castilian,false
163423,Centrochelys sulcata,Tortuga Con Púas,Spanish; Castilian,false
163423,Centrochelys sulcata,African Spurred Tortoise,English,true
163448,Cycloderma aubryi,Tortue molle d’Aubry,French,false
163448,Cycloderma aubryi,Aubry's Flapshell Turtle,English,true
163458,Batagur borneoensis,Painted Batagur,English,false
163458,Batagur borneoensis,Saw-jawed Terrapin,English,false
163458,Batagur borneoensis,Three-striped Batagur,English,false
163458,Batagur borneoensis,Painted Terrapin,English,true
164598,Alsophylax laevis,Southern Even-fingered Gecko,English,true
135458600,Pelochelys cantorii,Cantor's Giant Softshell,English,false
135458600,Pelochelys cantorii,Frog-faced Softshell Turtle,English,false
135458600,Pelochelys cantorii,Asian Giant Softshell Turtle,English,true
16503,Pelochelys bibroni,Striped New Guinea Softshell Turtle,English,false
16503,Pelochelys bibroni,Southern New Guinea Giant Softshell Turtle,English,true
17026,Phocarctos hookeri,Hooker's Sealion,English,false
17026,Phocarctos hookeri,Hooker's Sea Lion,English,false
17026,Phocarctos hookeri,New Zealand Sealion,English,false
17026,Phocarctos hookeri,New Zealand Sea Lion,English,true
170504,Cyclemys atripons,Cardamon Leaf Turtle,English,false
170504,Cyclemys atripons,Striped Leaf Turtle,English,false
170504,Cyclemys atripons,Gestreifte Dornrandschildkrîte,German,false
170504,Cyclemys atripons,Western Black-bridged Leaf Turtle,English,true
170508,Cyclemys pulchristriata,Eastern Black-bridged Leaf Turtle,English,true
170510,Rhinoclemmys diademata,Galápago de Maracaibo,Spanish; Castilian,false
170510,Rhinoclemmys diademata,Galápago negro,Spanish; Castilian,false
170510,Rhinoclemmys diademata,Inguensa,Spanish; Castilian,false
170510,Rhinoclemmys diademata,Maracaibo Wood Turtle,English,true
170525,Chitra vandijki,Burmese Narrow-headed Softshell Turtle,English,true
170526,Pelochelys signifera,Northern New Guinea Softshell Turtle,English,true
172024,Phrynops williamsi,Cágado-de-Ferradura,Portuguese,false
172024,Phrynops williamsi,Cágado-Rajado,Portuguese,false
172024,Phrynops williamsi,Tortuga de Arroyo,Spanish; Castilian,false
172024,Phrynops williamsi,Tortuga de Herradura,Spanish; Castilian,false
172024,Phrynops williamsi,Williams' Side-necked Turtle,English,true
172524,Rhampholeon acuminatus,Nguru Pygmy Chameleon,English,false
172524,Rhampholeon acuminatus,Nguru Spiny Pygmy Chameleon,English,true
172525,Kinyongia vosseleri,Vosseler's Blade-horned Chameleon,English,true
172529,Rhampholeon temporalis,Usambara Stumptail Chameleon,English,false
172529,Rhampholeon temporalis,East Usambara Pygmy Chameleon,English,true
172530,Nadzikambia mlanjensis,Mulanje Chameleon,English,true
172532,Rhampholeon platyceps,Malawi Stumptail Chameleon,English,false
172532,Rhampholeon platyceps,Mount Mulanje Pygmy Chameleon,English,true
172538,Kinyongia magomberae,Magombera Chameleon,English,false
172538,Kinyongia magomberae,Magombera Single-horned Chameleon,English,true
172545,Kinyongia matschiei,Matschie’s Two-horned Chameleon,English,false
172545,Kinyongia matschiei,Giant East Usambara Blade-horned Chameleon,English,true
172549,Rhampholeon beraduccii,Beraducci’s Pygmy Chameleon,English,false
172549,Rhampholeon beraduccii,Mahenge Pygmy Chameleon,English,true
172552,Kinyongia tenuis,Matschie's Dwarf Chameleon,English,false
172552,Kinyongia tenuis,Usambara Flap-nosed Chameleon,English,true
172569,Kinyongia excubitor,Mt. Kenya blade hornless Chameleon,English,false
172569,Kinyongia excubitor,Mt Kenya Hornless Chameleon,English,false
172569,Kinyongia excubitor,Mount Kenya Sentinel Chameleon,English,true
172571,Trioceros quadricornis,Eisentraut's Chameleon,English,false
172571,Trioceros quadricornis,Northern Four-horned Chameleon,English,false
172571,Trioceros quadricornis,Rumpi Hills Chameleon,English,false
172571,Trioceros quadricornis,Southern Four-horned Chameleon,English,false
172571,Trioceros quadricornis,Caméléon à quatre cornes du Nord,French,false
172571,Trioceros quadricornis,Caméléon à quatre cornes du Sud,French,false
172571,Trioceros quadricornis,Vierhornchamäleon,German,false
172571,Trioceros quadricornis,Four-horned Chameleon,English,true
172572,Trioceros pfefferi,Pfeffer's Chameleon,English,false
172572,Trioceros pfefferi,Pfeffer’s Two-horned Chameleon,English,false
172572,Trioceros pfefferi,Caméleon de Pfeffer,French,false
172572,Trioceros pfefferi,Pfeffers Chamäleon,German,false
172572,Trioceros pfefferi,Bakossi Two-horned Chameleon,English,true
172574,Kinyongia multituberculata,West Usambara Two-horned Chameleon,English,false
172574,Kinyongia multituberculata,West Usambara Blade-horned Chameleon,English,true
172592,Cnemaspis indraneildasii,Gund Day Gecko,English,false
172592,Cnemaspis indraneildasii,Das's Day Gecko,English,true
172594,Pseudocalotes andamanensis,Green Crestless Forest Lizard,English,true
172599,Eutropis clivicola,Inger's Mabuya,English,true
172607,Oligodon brevicauda,Short-tailed Kukri Snake,English,true
172612,Melanophidium bilineatum,Two-lined Black Earth Snake,English,true
172622,Uropeltis phipsonii,Phipson's Shieldtail,English,false
172622,Uropeltis phipsonii,Phipson's Earth Snake,English,true
172629,Dasia subcaerulea,Boulenger’s Tree Skink,English,false
172629,Dasia subcaerulea,Boulenger's Dasia,English,true
172630,Cnemaspis jerdonii,Jerdon’s Day Gecko,English,true
172636,Cnemaspis goaensis,Goan Day Gecko,English,true
172648,Cnemaspis wynadensis,Wynad Day Gecko,English,true
172654,Ahaetulla perroteti,Western Ghats Bronzeback,English,false
172654,Ahaetulla perroteti,Perrotet's Vine Snake,English,true
172669,Dendrelaphis caudolineolatus,Gunther's Bronzeback Tree Snake,English,true
172680,Cnemaspis indica,Nilgiri Dwarf Gecko,English,true
172681,Rhinophis travancoricus,Tamil Nadu Earth Snake,English,false
172681,Rhinophis travancoricus,Travancore Sheildtail,English,false
172681,Rhinophis travancoricus,Travancore Earth Snake,English,true
172685,Dasia haliana,Ceylon-Baumskink,German,false
172685,Dasia haliana,Ceylonese Dasia,English,true
172706,Eurylepis poonaensis,Poona Skink,English,true
173021,Otocryptis beddomii,Western Ghats Kangaroo Lizard,English,false
173021,Otocryptis beddomii,Indian Kangaroo Lizard,English,true
174471,Brachylophus bulabula,Central Fijian Banded Iguana,English,false
174471,Brachylophus bulabula,Fijian Banded Iguana,English,false
174471,Brachylophus bulabula,Fiji Banded Iguana,English,true
174472,Conolophus marthae,Pink Iguana,English,false
174472,Conolophus marthae,Iguana Rosada,Spanish; Castilian,false
174472,Conolophus marthae,Galápagos Pink Land Iguana,English,true
174474,Ctenosaura conspicuosa,Hast Heepni,Uncoded languages,false
174474,Ctenosaura conspicuosa,Iguana Blanca de San Esteban,Spanish; Castilian,false
174474,Ctenosaura conspicuosa,San Esteban Spiny-tailed Iguana,English,true
174477,Ctenosaura nolascensis,San Pedro Nolasco Spiny-tailed Iguana,English,false
174477,Ctenosaura nolascensis,Iguana Blanca de Nolasco,Spanish; Castilian,false
174477,Ctenosaura nolascensis,Iguana Espinosa de Nolasco,Spanish; Castilian,false
174477,Ctenosaura nolascensis,Nolasco Spiny-tailed Iguana,English,true
174483,Sauromalus klauberi,Santa Catalina Island Chuckwalla,English,false
174483,Sauromalus klauberi,Spotted Chuckwalla,English,false
174483,Sauromalus klauberi,Catalina Chuckwalla,English,true
174485,Sauromalus varius,Pinto Chuckwalla,English,false
174485,Sauromalus varius,San Esteban Island Chuckwalla,English,false
174485,Sauromalus varius,Yellow Giant Chuckwalla,English,false
174485,Sauromalus varius,Chuckwalla de San Esteban,Spanish; Castilian,false
174485,Sauromalus varius,Piebald Chuckwalla,English,true
175363,Callulina dawida,Taita Hills Warty Frog,English,true
17585,Platysternon megacephalum,Big-headed Turtle,English,true
17629,Plethodon shenandoah,Shenandoah Salamander,English,true
176620,Boiga bourreti,Bourrets Katzennatter,German,false
176620,Boiga bourreti,Ran rao bua-re,Vietnamese,false
176620,Boiga bourreti,Bourret's Cat Snake,English,true
176845,Lycodon paucifasciatus,Rendahl's Wolf Snake,English,false
177416,Oligodon lacroixi,Lacroix Kukri Snake,English,true
177486,Micrurus ruatanus,Coral de la Isle de Roatán,Spanish; Castilian,false
177486,Micrurus ruatanus,Coral Roatanense,Spanish; Castilian,false
177486,Micrurus ruatanus,Roatan Coral Snake,English,true
177488,Naja siamensis,Indo-chinese Spitting Cobra,English,false
177488,Naja siamensis,Siamese Cobra,English,false
177488,Naja siamensis,Indochinesische Speikobra,German,false
177488,Naja siamensis,Ran Ho Mang Thai Lan,Vietnamese,false
177488,Naja siamensis,Ran Ho Mang Xien,Vietnamese,false
177488,Naja siamensis,Black And White Spitting Cobra,English,true
177540,Ophiophagus hannah,Hamadryad,English,false
177540,Ophiophagus hannah,Königskobra,German,false
177540,Ophiophagus hannah,King Cobra,English,true
178217,Emoia adspersa,Steindachner's Emo Skink,English,false
178217,Emoia adspersa,Micronesian Skink,English,true
17823,Podocnemis lewyana,Podocnémide de Léwy,French,false
17823,Podocnemis lewyana,Tortuga del Río Magdalena,Spanish; Castilian,false
17823,Podocnemis lewyana,Magdalena River Turtle,English,true
178257,Anolis loveridgei,Loveridge's Anole,English,false
178257,Anolis loveridgei,Honduran Giant Anole,English,true
154426201,Anolis sminthus,Mouse Anole,English,true
178314,Hemidactylus scabriceps,Korapotu Huna,Sinhala; Sinhalese,false
178314,Hemidactylus scabriceps,Scaly Gecko,English,true
178420,Platyplectrurus madurensis,Madurai Shieldtail,English,false
178420,Platyplectrurus madurensis,Palni Purple-brown Worm Snake,English,false
178420,Platyplectrurus madurensis,Travancore Hills Thorntail Snake,English,true
178469,Emoia boettgeri,Boettger's Emo Skink,English,false
178469,Emoia boettgeri,Micronesia Forest Skink,English,true
178528,Emoia lawesi,Günther's Emo Skink,English,false
178528,Emoia lawesi,Olive Small-scaled Skink,English,true
178635,Emoia aneityumensis,Anatom Emo,English,false
178635,Emoia aneityumensis,Anatom Skink,English,false
178635,Emoia aneityumensis,Medway's Emo Skink,English,false
178635,Emoia aneityumensis,Anatom Emo Skink,English,true
178708,Protobothrops sieversorum,Three Horned-scaled Pitviper,English,true
178710,Cnemaspis kandiana,Kandyan Day Gecko,English,false
178710,Cnemaspis kandiana,Kandy Rock Gecko,English,false
178710,Cnemaspis kandiana,Ceylon-dünnfingergecko,German,false
178710,Cnemaspis kandiana,Kandukara Divaserihuna,Sinhala; Sinhalese,false
178710,Cnemaspis kandiana,Kandy Day Gecko,English,true
185790,Pristimantis bicantus,Cutín de Yanayacu,Spanish; Castilian,false
185790,Pristimantis bicantus,Yanayacu Robber Frog,English,true
186104,Bolitoglossa pygmaea,Pygmy Web-footed Salamander,English,true
186162,Raorchestes jayarami,Jayaram's Bush Frog,English,false
186162,Raorchestes jayarami,Jayaram's Bushfrog,English,true
190644,Deinagkistrodon acutus,Sharp-nosed Viper,English,false
190644,Deinagkistrodon acutus,尖吻蝮,Chinese,false
190644,Deinagkistrodon acutus,Chinese Moccasin,English,true
19070,Rafetus euphraticus,Euphrates Softshell Turtle,English,true
190980,Ectopoglossus confusus,Confusing Rocket Frog,English,true
190981,Nyctimantis arapapa,Bahia's Broad-snout Casque-headed Tree Frog,English,true
190989,Gastrophrynoides immaculatus,Tung's Narrow-mouthed Frog,English,true
191910,Trimeresurus venustus,Brown-spotted Pit Viper,English,false
191910,Trimeresurus venustus,Beautiful Pit Viper,English,true
192040,Elaphe moellendorffi,百花锦蛇,Chinese,false
192040,Elaphe moellendorffi,Moellendorff's Trinket Snake,English,true
192046,Oligodon booliati,Boo-Liat's Kukri Snake,English,true
192109,Naja atra,舟山眼镜蛇,Chinese,false
192109,Naja atra,Chinese Cobra,English,true
192132,Euprepiophis perlacea,Pearl-banded Rat Snake,English,false
192132,Euprepiophis perlacea,Sichuan Rat Snake,English,false
192132,Euprepiophis perlacea,横斑锦蛇,Chinese,false
192132,Euprepiophis perlacea,Szechwan Rat Snake,English,true
192137,Boiga saengsomi,Banded Cat Snake,English,false
192137,Boiga saengsomi,Banded Green Cat Snake,English,true
192198,Calamaria prakkei,Prakke's Reed Snake,English,true
192204,Elaphe taeniura,Beauty Snake,English,false
192204,Elaphe taeniura,黑眉锦蛇,Chinese,false
192204,Elaphe taeniura,Cave Racer,English,true
192221,Bungarus slowinskii,Red River Krait,English,true
192222,Tetralepis fruhstorferi,Fruhstorfer's Mountain Snake,English,true
192227,Naja mandalayensis,Mandalay Cobra,English,false
192227,Naja mandalayensis,Burmese Spitting Cobra,English,true
192931,Leptobrachella applebyi,Appleby's Leaf-litter Toad,English,true
194059,Trimeresurus cantori,Cantor's Pit Viper,English,true
194061,Trimeresurus labialis,Nicobar Bamboo Pitviper,English,false
194061,Trimeresurus labialis,Island Pit Viper,English,true
194098,Cnemaspis otai,Vellore Day Gecko,English,true
194104,Hemidactylus albofasciatus,White-striped Viper Gecko,English,true
194829,Calodactylodes illingworthorum,Great Rock gecko,English,false
194829,Calodactylodes illingworthorum,Sri Lankan Golden Gecko,English,false
194829,Calodactylodes illingworthorum,Maha gal huna,Sinhala; Sinhalese,false
194829,Calodactylodes illingworthorum,Illingworth's Gecko,English,true
195006,Eleutherodactylus aporostegus,Tiburon Burrowing Frog,English,true
195007,Eleutherodactylus bothroboans,Cordillera Central Frog,English,true
195009,Eleutherodactylus limbensis,Haitian Streamside Frog,English,true
195010,Eleutherodactylus melatrigonum,Cordillera Central Telegraph Frog,English,true
195013,Eleutherodactylus rucillensis,Rucilla Streamside Frog,English,true
195015,Eleutherodactylus tychathrous,Rana Excavadora de Vallejuelo,Spanish; Castilian,false
195015,Eleutherodactylus tychathrous,Vallejuelo Burrowing Frog,English,true
195403,Nanorana sichuanensis,四川棘蛙,Chinese,false
195403,Nanorana sichuanensis,Sichuan Paa Frog,English,true
195404,Leptobrachium guangxiense,广西拟髭蟾,Chinese,false
195404,Leptobrachium guangxiense,Guangxi Pseudomoustache Toad,English,true
195407,Paramesotriton longliensis,龙里瘰螈,Chinese,false
195407,Paramesotriton longliensis,Longli Warty Newt,English,true
195408,Megophrys sangzhiensis,桑植角蟾,Chinese,false
195408,Megophrys sangzhiensis,Sangzhi Horned Toad,English,true
196568,Loveridgelaps elapoides,Solomon’s Small-eyed Snake,English,false
196568,Loveridgelaps elapoides,Solomons Black-banded krait,English,true
196579,Lepidodactylus manni,Fiji Scaly-toed Gecko,English,false
196579,Lepidodactylus manni,Viti Forest Gecko,English,true
196585,Lepidodactylus tepukapili,Tuvalu Forest Gecko,English,true
196600,Emoia campbelli,Montane Emo Skink,English,false
196600,Emoia campbelli,Vitilevu Mountain Treeskink,English,true
196603,Emoia erronan,Common Emo Skink,English,false
196603,Emoia erronan,Erronan Treeskink,English,true
196610,Emoia mokosariniveikau,Vanualevu Slender Treeskink,English,true
196613,Emoia parkeri,Parker's Emo Skink,English,false
196613,Emoia parkeri,Viti Copper-headed Skink,English,true
196618,Emoia samoensis,Samoa Skink,English,true
196621,Emoia slevini,Slevin's Emo Skink,English,false
196621,Emoia slevini,Mariana Skink,English,true
196624,Emoia trossula,Gibbons' Emo Skink,English,false
196624,Emoia trossula,Viti Barred Treeskink,English,true
196628,Leiolopisma alazon,Lauan Ground Skink,English,false
196628,Leiolopisma alazon,Ono-i-Lau Ground Skink,English,true
19797,Sacalia quadriocellata,Four-eyed Turtle,English,true
198403,Rhadinella posadasi,Posada's Graceful Brown Snake,English,false
198534,Ungaliophis continentalis,Chiapan Boa,English,false
198534,Ungaliophis continentalis,Isthmian Dwarf Boa,English,true
199610,Acanthodactylus felicis,South Arabian Fringe-toed Lizard,English,true
199698,Tarentola chazaliae,Gecko casqué,French,false
199698,Tarentola chazaliae,Helmgecko,German,false
199698,Tarentola chazaliae,Helmethead Gecko,English,true
199819,Parvoscincus beyeri,Beyer's Sphenomorphus,English,true
199852,Osornophryne simpsoni,Osornosapo de Simpson,Spanish; Castilian,false
199852,Osornophryne simpsoni,Simpson’s Plumb Toad,English,true
200645,Telmatobius rubigo,Laguna de los Pozuelos’ Rusted Frog,English,true
201301,Eleutherodactylus erythroproctus,Camarones Red-legged Frog,English,true
201302,Eleutherodactylus olibrus,Pinar del Rio Bromeliad Frog,English,true
201303,Eleutherodactylus staurometopon,Isla de la Juventud Frog,English,true
201414,Craugastor galacticorhinus,White-snouted Robber Frog,English,true
202418,Rhadinella montecristi,Monte Cristi Graceful Brown Snake,English,true
202839,Boiga andamanensis,Andaman Cat Snake,English,true
202848,Naja sagittifera,Andaman Cobra,English,true
202864,Calotes paulus,异鳞蜥,Chinese,false
202864,Calotes paulus,Small Forest Lizard,English,true
202866,Dibamus nicobaricum,Nicobar Worm Lizard,English,true
202867,Cnemaspis assamensis,Assamese Day Gecko,English,true
202872,Gekko nicobarensis,Nicobar Gliding Gecko,English,true
203013,Abronia aurita,Cope's Arboreal Alligator Lizard,English,true
203014,Abronia campbelli,Campbell's Alligator Lizard,English,true
203016,Abronia gaiophantasma,Brilliant Arboreal Alligator Lizard,English,true
203018,Abronia salvadorensis,Salvador Arboreal Alligator Lizard,English,true
203031,Celestus hewardi,Heward's Galliwasp,English,false
203031,Celestus hewardi,Red-spotted Galliwasp,English,true
203069,Enyalioides annularis,Ringed Manticores,English,false
203069,Enyalioides annularis,Mantícoras de anillos,Spanish; Castilian,false
203069,Enyalioides annularis,Ringed Spinytail Iguana,English,true
203070,Enyalioides groi,Gro’s Manticores,English,false
203070,Enyalioides groi,Mantícoras de Gro,Spanish; Castilian,false
203070,Enyalioides groi,Dunn's Spinytail Iguana,English,true
203074,Phyllodactylus insularis,Belize Leaf-toed Gecko,English,true
203080,Anolis bicaorum,Bica Anole,English,false
203080,Anolis bicaorum,Bay Islands Anole,English,true
203082,Anolis casildae,Casilda's Anole,English,true
203086,Anolis cobanensis,Coban Anole,English,true
203099,Anolis johnmeyeri,Meyer's Anole,English,true
203120,Anolis roatanensis,Roatan Anole,English,true
203127,Anolis utilensis,Mangrove Anole,English,true
203128,Anolis villai,Corn Island Anole,English,true
203152,Pristidactylus casuhatiensis,Copper Lizard,English,false
203152,Pristidactylus casuhatiensis,Casuhatien Anole,English,true
203171,Aristelliger reyesi,Reyes’ Caribbean Gecko,English,true
203215,Trachyboa gularis,Southern Eyelash Boa,English,true
203284,Dendrophidion boshelli,Hoshell's Forest Racer,English,true
203296,Mastigodryas amarali,Amaral's Tropical Racer,English,true
203317,Tantilla insulamontana,Mountain Centipede Snake,English,true
203318,Tantilla lempira,Mena's Centipede Snake,English,true
203323,Tantilla petersi,Peters' Black-headed Snake,English,true
203332,Tantilla tritaeniata,Three-banded Centipede Snake,English,true
203338,Adelphicos veraepacis,Stuart's Burrowing Snake,English,true
203467,Coniophanes andresensis,San Andres Snake,English,true
203521,Cyrtopodion aravallense,Delhi rock gecko,English,true
203526,Geophis fulvoguttatus,Mertens' Earth Snake,English,true
203586,Rhadinella stadelmani,Stadelman's Graceful Brown Snake,English,false
203586,Rhadinella stadelmani,Stadelman's Pine Woods Snake,English,true
203591,Sibon carri,Carr's Snail Sucker,English,true
203605,Trimetopon simile,Dunn's Tropical Ground Snake,English,true
203606,Trimetopon viquezi,Viquez's Tropical Ground Snake,English,true
203643,Trilepida anthracina,Bailey's Blind Snake,English,true
203668,Lachesis melanocephala,Cascabel muda,Spanish; Castilian,false
203668,Lachesis melanocephala,Matabuey,Spanish; Castilian,false
203668,Lachesis melanocephala,Black-headed Bushmaster,English,true
203811,Cynisca leonina,Los Archipelago Worm Lizard,English,true
203817,Cynisca oligopholis,Cassine River Worm Lizard,English,true
203828,Trioceros perreti,Perret’s Chameleon,English,false
203828,Trioceros perreti,Southern Peacock Chameleon,English,false
203828,Trioceros perreti,Perret's Montane Chameleon,English,true
203834,Cnemaspis occidentalis,Western Gecko,English,true
20,Abronia montecristoi,Montecristo Arboreal Alligator Lizard,English,false
20,Abronia montecristoi,Monte Cristo Arboreal Alligator Lizard,English,true
21584,Telmatobius peruvianus,Peru Water Frog,English,true
21648,Testudo hermanni,Testuggine di Hermann,Italian,false
21648,Testudo hermanni,Tortue d'Hermann,French,false
21648,Testudo hermanni,Tortuga Mediterranea,Spanish; Castilian,false
21648,Testudo hermanni,Tortuga Mediterránea,Spanish; Castilian,false
21648,Testudo hermanni,Hermann's Tortoise,English,true
2173,Nilssonia nigricans,Black Soft-shell Turtle,English,false
2173,Nilssonia nigricans,Botsami Softshell,English,false
2173,Nilssonia nigricans,Black Softshell Turtle,English,true
2174,Nilssonia leithii,Leith's Softshell Turtle,English,true
97358453,Batagur baska,Batagur,English,false
97358453,Batagur baska,Common Batagur,English,false
97358453,Batagur baska,Four-toed Terrapin,English,false
97358453,Batagur baska,Northern River Terrapin,English,false
97358453,Batagur baska,River Terrapin,English,false
97358453,Batagur baska,Batagur  malais,French,false
97358453,Batagur baska,Galápago Batagur,Spanish; Castilian,false
97358453,Batagur baska,Northern River Terrapin,English,true
29432,Ameerega planipaleae,Oxapampa Poison Frog,English,false
29432,Ameerega planipaleae,Rana Venenosa,Spanish; Castilian,false
29468,Anolis wermuthi,Wermuth’s Anole,English,true
29605,Cyclura stejnegeri,Mona Island Iguana,English,false
29605,Cyclura stejnegeri,Mona Island Rock Iguana,English,false
29605,Cyclura stejnegeri,Cyclure Cornu,French,false
29605,Cyclura stejnegeri,Iguane Cornu,French,false
29605,Cyclura stejnegeri,Mona Rhinoceros Iguana,English,true
19243030,Brachylophus fasciatus,Fiji Banded Iguana,English,false
19243030,Brachylophus fasciatus,South Pacific Banded Iguana,English,false
19243030,Brachylophus fasciatus,Tongan Banded Iguana,English,false
19243030,Brachylophus fasciatus,Iguane à bandes de Fidji,French,false
19243030,Brachylophus fasciatus,Lau Banded Iguana,English,true
2965,Brachylophus vitiensis,Fijian Crested Iguana,English,false
2965,Brachylophus vitiensis,Iguana Crestada de Fiji,Spanish; Castilian,false
2965,Brachylophus vitiensis,Iguane à crête de Fidji,French,false
2965,Brachylophus vitiensis,Fiji Crested Iguana,English,true
3898,Carettochelys insculpta,Fly River Turtle,English,false
3898,Carettochelys insculpta,New Guinea Plateless Turtle,English,false
3898,Carettochelys insculpta,Pig-nose Turtle,English,false
3898,Carettochelys insculpta,Pitted-shell Turtle,English,false
3898,Carettochelys insculpta,Kura-kura Moncong Babi,Indonesian,false
3898,Carettochelys insculpta,Piku,Tok Pisin,false
3898,Carettochelys insculpta,Pig-nosed Turtle,English,true
39552,Geoemyda spengleri,Black-breasted Hill Turtle,English,false
39552,Geoemyda spengleri,Black-breasted Leaf Turtle,English,true
39596,Heosemys depressa,Arakan Forest Turtle,English,true
39599,Siebenrockiella leytensis,Philippine Pond Turtle,English,false
39599,Siebenrockiella leytensis,Palawan Forest Turtle,English,true
39613,Mauremys mutica,Yellow Pond Turtle,English,true
39616,Siebenrockiella crassicollis,Black Marsh Turtle,English,true
