internalTaxonId,scientificName,name,genusName,speciesName,speciesAuthor,infraType,infrarankAuthor
13152063,Tarentola boavistensis,"Tarentola rudis ssp. boavistensis Joger, 1993",Tarentola,rudis,,subspecies,"Joger, 1993"
13152177,Tarentola gigas,"Tarentola borneensis Joger, 1985",Tarentola,borneensis,"Joger, 1985",,
13152177,Tarentola gigas,"Tarentola delalandii ssp. gigas (Bocage, 1875)",Tarentola,delalandii,,subspecies,"(Bocage, 1875)"
13152177,Tarentola gigas,"Tarentola borneensis ssp. gigas (Bocage, 1875)",Tarentola,borneensis,,subspecies,"(Bocage, 1875)"
13152177,Tarentola gigas,"Ascalabotes gigas Bocage, 1875",Ascalabotes,gigas,"Bocage, 1875",,
13300893,Bitis gabonica,"Cerastes gabonica (Duméril, Bibron & Duméril, 1854)",Cerastes,gabonica,"(Duméril, Bibron & Duméril, 1854)",,
13300893,Bitis gabonica,"Echidna gabonica Duméril, Bibron & Duméril, 1854",Echidna,gabonica,"Duméril, Bibron & Duméril, 1854",,
13300910,Bitis nasicornis,"Coluber nasicornis Shaw & Nodder, 1792",Coluber,nasicornis,"Shaw & Nodder, 1792",,
2119,Arthroleptides dutoiti,"Petropedetes dutoiti (Loveridge, 1935)",Petropedetes,dutoiti,"(Loveridge, 1935)",,
40795,Nactus coindemirensis,"Nactus coindemerensis Bullock,  Arnold & Bloxam, 1985 [orth. error]",Nactus,coindemerensis,"Bullock,  Arnold & Bloxam, 1985 [orth. error]",,
9316,Gongylomorphus fontenayi,"Gongylomorphus bojerii ssp. fontenayi Vinson, 1973",Gongylomorphus,bojerii,,subspecies,"Vinson, 1973"
14665363,Lygodactylus williamsi,"Lygodactylus picturatus ssp. williamsi Loveridge, 1952",Lygodactylus,picturatus,,subspecies,"Loveridge, 1952"
22823,Ursus maritimus,"Thalarctos maritimus (Phipps, 1774)",Thalarctos,maritimus,"(Phipps, 1774)",,
15155078,Chilabothrus exsul,"Epicrates exsul Netting &amp; Goin, 1944",Epicrates,exsul,"Netting &amp; Goin, 1944",,
15157593,Apostolepis vittata,"Rhynchonyx ambiniger ssp. vittatus Cope, 1887",Rhynchonyx,ambiniger,,subspecies,"Cope, 1887"
15157593,Apostolepis vittata,"Apostolepis roncadori Lema, 2016",Apostolepis,roncadori,"Lema, 2016",,
15158485,Atractus thalesdelemai,"Atractus kangueryensis Cacciali, Villalba & Yanoski, 2007",Atractus,kangueryensis,"Cacciali, Villalba & Yanoski, 2007",,
39905,Calamodontophis paucidens,"Calamodon paucidens Amaral, 1935",Calamodon,paucidens,"Amaral, 1935",,
39906,Calamodontophis ronaldoi,Calamodontophis sp. nov.,Calamodontophis,sp. nov.,,,
20380,Sechellophryne gardineri,"Leptosooglossus gardineri (Boulenger, 1911)",Leptosooglossus,gardineri,"(Boulenger, 1911)",,
20380,Sechellophryne gardineri,"Sooglossus gardineri (Boulenger, 1911)",Sooglossus,gardineri,"(Boulenger, 1911)",,
20380,Sechellophryne gardineri,"Nectophryne gardineri Boulenger, 1911",Nectophryne,gardineri,"Boulenger, 1911",,
15203642,Bothrops medusa,"Bothriopsis medusa (Sternfield, 1920)",Bothriopsis,medusa,"(Sternfield, 1920)",,
15203642,Bothrops medusa,"Lachesis medusa Sternfield, 1920",Lachesis,medusa,"Sternfield, 1920",,
15203980,Bothrocophias campbelli,"Bothrops campbelli Freire-Lascano, 1991",Bothrops,campbelli,"Freire-Lascano, 1991",,
59048,Sechellophryne pipilodryas,"Leptosooglossus pipilodryas (Gerlach & Willi, 2003)",Leptosooglossus,pipilodryas,"(Gerlach & Willi, 2003)",,
59048,Sechellophryne pipilodryas,"Sooglossus pipilodryas Gerlach & Willi, 2003",Sooglossus,pipilodryas,"Gerlach & Willi, 2003",,
20381,Sooglossus sechellensis,"Arthroleptis sechellensis Boettger, 1896",Arthroleptis,sechellensis,"Boettger, 1896",,
14663,Sooglossus thomasseti,"Nesomantis thomasseti Boulenger, 1909",Nesomantis,thomasseti,"Boulenger, 1909",,
16013066,Cubophis brooksi,"Cubophis cantherigerus ssp. brooksi (Barbour, 1914)",Cubophis,cantherigerus,,subspecies,"(Barbour, 1914)"
16013066,Cubophis brooksi,"Alsophis brooksi Barbour, 1914",Alsophis,brooksi,"Barbour, 1914",,
54811,Didynamipus sjostedti,"Atelophryne minutus Boulenger, 1906",Atelophryne,minutus,"Boulenger, 1906",,
16394308,Leptosiaphos amieti,"Panaspis amieti Perret, 1973",Panaspis,amieti,"Perret, 1973",,
16394472,Leptosiaphos graueri,"Lygosoma graueri Sternfield, 1912",Lygosoma,graueri,"Sternfield, 1912",,
16394472,Leptosiaphos graueri,"Panaspis quattuordigitata (Sternfeld, 1912)",Panaspis,quattuordigitata,"(Sternfeld, 1912)",,
16394528,Leptosiaphos hackarsi,"Lygosoma meleagris ssp. hackarsi De Witte, 1941",Lygosoma,meleagris,,subspecies,"De Witte, 1941"
16394597,Leptosiaphos ianthinoxantha,"Panaspis ianthinoxantha Böhme, 1975",Panaspis,ianthinoxantha,"Böhme, 1975",,
16793075,Nimbaphrynoides occidentalis,"Nimbaphrynoides liberiensis Xavier, 1979",Nimbaphrynoides,liberiensis,"Xavier, 1979",,
16793075,Nimbaphrynoides occidentalis,"Nectophrynoides occidentalis Angel, 1943",Nectophrynoides,occidentalis,"Angel, 1943",,
54794,Sclerophrys villiersi,"Amietophrynus villiersi (Angel, 1940)",Amietophrynus,villiersi,"(Angel, 1940)",,
54794,Sclerophrys villiersi,"Bufo villiersi Angel, 1940",Bufo,villiersi,"Angel, 1940",,
61542,Philochortus zolii,"Philochortus lhotei Angel, 1936",Philochortus,lhotei,"Angel, 1936",,
54893,Werneria bambutensis,"Bufo bambutensis Amiet, 1972",Bufo,bambutensis,"Amiet, 1972",,
54898,Wolterstorffina mirei,"Nectophrynoides mirei Perret, 1971",Nectophrynoides,mirei,"Perret, 1971",,
54787,Mertensophryne uzunguensis,"Bufo uzunguensis Loveridge, 1932",Bufo,uzunguensis,"Loveridge, 1932",,
56279,Leptopelis ragazzii,"Hylambates ragazzii Boulenger, 1896",Hylambates,ragazzii,"Boulenger, 1896",,
54460,Altiphrynoides malcolmi,"Nectophrynoides malcolmi Grandison, 1978",Nectophrynoides,malcolmi,"Grandison, 1978",,
54694,Mertensophryne lonnbergi,"Bufo lonnbergi Andersson, 1911",Bufo,lonnbergi,"Andersson, 1911",,
54671,Vandijkophrynus inyangae,"Bufo inyangae Poynton, 1963",Bufo,inyangae,"Poynton, 1963",,
56070,Afrixalus morerei,"Afrixalus septentrionalis ssp. morerei Dubois, 1986",Afrixalus,septentrionalis,,subspecies,"Dubois, 1986"
56070,Afrixalus morerei,"Afrixalus dabagae Pickersgill, 1992",Afrixalus,dabagae,"Pickersgill, 1992",,
56081,Afrixalus uluguruensis,"Megalixalus  uluguruensis  Barbour & Loveridge, 1928",Megalixalus ,uluguruensis ,"Barbour & Loveridge, 1928",,
56187,Hyperolius puncticulatus,"Rappia  puncticulata  Pfeffer, 1893",Rappia ,puncticulata ,"Pfeffer, 1893",,
56291,Paracassina kounhiensis,"Kassina kounhiensis (Mocquard, 1905)",Kassina,kounhiensis,"(Mocquard, 1905)",,
56291,Paracassina kounhiensis,"Rothschildia kounhiensis Mocquard, 1905",Rothschildia,kounhiensis,"Mocquard, 1905",,
58187,Amietia inyangae,"Afrana inyangae (Poynton, 1966)",Afrana,inyangae,"(Poynton, 1966)",,
58187,Amietia inyangae,"Rana johnstoni ssp. inyangae Poynton, 1966",Rana,johnstoni,,subspecies,"Poynton, 1966"
59649,Crotaphatrema lamottei,"Scolecomorphus lamottei Nussbaum, 1981",Scolecomorphus,lamottei,"Nussbaum, 1981",,
58188,Amietia johnstoni,"Afrana johnstoni (Günther, 1894)",Afrana,johnstoni,"(Günther, 1894)",,
58188,Amietia johnstoni,"Rana johnstoni Günther, 1894",Rana,johnstoni,"Günther, 1894",,
58771,Strongylopus rhodesianus,"Rana grayi ssp. rhodesiana Hewitt, 1933",Rana,grayi,,subspecies,"Hewitt, 1933"
56294,Hylambates keithae,"Kassina keithae (Schiøtz, 1975)",Kassina,keithae,"(Schiøtz, 1975)",,
56294,Hylambates keithae,"Phlyctimantis keithae Schiøtz, 1975",Phlyctimantis,keithae,"Schiøtz, 1975",,
56212,Hyperolius tanneri,"Hyperolius tannerorum Schiøtz, 1982",Hyperolius,tannerorum,"Schiøtz, 1982",,
58064,Arthroleptides martiensseni,"Petropedetes martiensseni (Nieden, 1911)",Petropedetes,martiensseni,"(Nieden, 1911)",,
58065,Arthroleptides yakusini,"Petropedetes yakusini (Channing, Howell &amp; Moyer, 2002)",Petropedetes,yakusini,"(Channing, Howell &amp; Moyer, 2002)",,
17424269,Nactus serpensinsula,"Cyrtodactylus serpensinsula (Loveridge, 1951)",Cyrtodactylus,serpensinsula,"(Loveridge, 1951)",,
17424269,Nactus serpensinsula,"Nactus serpensinsula (Loveridge, 1951)",Nactus,serpensinsula,"(Loveridge, 1951)",,
17424269,Nactus serpensinsula,"Nactus serpensinsula ssp. serpensinsula (Loveridge, 1951)",Nactus,serpensinsula,,subspecies,"(Loveridge, 1951)"
17424269,Nactus serpensinsula,"Gymnodactylus serpensinsula Loveridge, 1951",Gymnodactylus,serpensinsula,"Loveridge, 1951",,
17424288,Nactus durrellorum,"Nactus durrelli Arnold & Jones, 1994",Nactus,durrelli,"Arnold & Jones, 1994",,
17424288,Nactus durrellorum,"Nactus serpensinsula ssp. durrelli Arnold & Jones, 1994",Nactus,serpensinsula,,subspecies,"Arnold & Jones, 1994"
17450049,Phelsuma inexpectata,"Phelsuma ornata ssp. inexpectata Merten, 1966",Phelsuma,ornata,,subspecies,"Merten, 1966"
17450723,Agama montana,"Agama mossambica ssp. montana Barbour & Loveridge, 1928",Agama,mossambica,,subspecies,"Barbour & Loveridge, 1928"
1808,Aotus lemurinus,"Aotus hershkovitzi Ramirez-Cerquera, 1983",Aotus,hershkovitzi,"Ramirez-Cerquera, 1983",,
39915,Aotus brumbacki,"Aotus lemurinus ssp. brumbacki Hershkovitz, 1983",Aotus,lemurinus,,subspecies,"Hershkovitz, 1983"
914,Alouatta pigra,"Alouatta pigra ssp. luctuosa Lawrence, 1933",Alouatta,pigra,,subspecies,"Lawrence, 1933"
39961,Ateles hybridus,"Ateles belzebuth ssp. brunneus Gray, 1872",Ateles,belzebuth,,subspecies,"Gray, 1872"
39827,Pygathrix cinerea,"Pygathrix nemaeus Nadler, 1997 ssp. cinerea",Pygathrix,nemaeus,"Nadler, 1997",subspecies,
39833,Semnopithecus ajax,"Semnopithecus entellus ssp. ajax (Pocock, 1928)",Semnopithecus,entellus,,subspecies,"(Pocock, 1928)"
39833,Semnopithecus ajax,"Pithecuas entellus ssp. ajax Pocock, 1928",Pithecuas,entellus,,subspecies,"Pocock, 1928"
19597,Rhinopithecus bieti,"Pygathrix roxellana ssp. bieti (Milne-Edwards, 1897)",Pygathrix,roxellana,,subspecies,"(Milne-Edwards, 1897)"
5144,Colobus polykomos,"Cebus polykomos E.A.W. Zimmermann, 1780",Cebus,polykomos,"E.A.W. Zimmermann, 1780",,
12563,Macaca tonkeana,"Macaca hypomelanus (Matschie, 1901)",Macaca,hypomelanus,"(Matschie, 1901)",,
12570,Macaca hecki,Macaca tonkeana ssp. hecki (Matschie 1901),Macaca,tonkeana,,subspecies,(Matschie 1901)
39795,Macaca siberu,"Macaca pagensis ssp. siberu Fuentes & Olson, 1995",Macaca,pagensis,,subspecies,"Fuentes & Olson, 1995"
39794,Macaca pagensis,"Macaca mentaveensis de Beaux, 1923",Macaca,mentaveensis,"de Beaux, 1923",,
12556,Macaca nigra,"Macaca malayanus (Desmoulins, 1824)",Macaca,malayanus,"(Desmoulins, 1824)",,
12556,Macaca nigra,"Macaca lembicus (Miller, 1931)",Macaca,lembicus,"(Miller, 1931)",,
12560,Macaca sinica,"Macaca audeberti (Reichenbach, 1862)",Macaca,audeberti,"(Reichenbach, 1862)",,
12560,Macaca sinica,"Macaca inaurea Pocock, 1931",Macaca,inaurea,"Pocock, 1931",,
12560,Macaca sinica,"Macaca pileatus (Ogilby, 1838)",Macaca,pileatus,"(Ogilby, 1838)",,
12560,Macaca sinica,"Macaca longicaudata Deraniyagala, 1965",Macaca,longicaudata,"Deraniyagala, 1965",,
12559,Macaca silenus,"Macaca vetulus (Erxleben, 1777)",Macaca,vetulus,"(Erxleben, 1777)",,
12559,Macaca silenus,"Macaca albibarbatus (Kerr, 1792)",Macaca,albibarbatus,"(Kerr, 1792)",,
12559,Macaca silenus,"Macaca veter (Audebert, 1798)",Macaca,veter,"(Audebert, 1798)",,
12559,Macaca silenus,"Macaca ferox (Shaw, 1792)",Macaca,ferox,"(Shaw, 1792)",,
12754,Mandrillus sphinx,"Mandrillus sphinx ssp. madarogaster (Zimmerman, 1780)",Mandrillus,sphinx,,subspecies,"(Zimmerman, 1780)"
12754,Mandrillus sphinx,"Mandrillus sphinx ssp. insularis Zukowsky, 1926",Mandrillus,sphinx,,subspecies,"Zukowsky, 1926"
12754,Mandrillus sphinx,"Simia sphinx Linnaeus, 1758",Simia,sphinx,"Linnaeus, 1758",,
12753,Mandrillus leucophaeus,"Simia leucophaea F. Cuvier, 1807",Simia,leucophaea,"F. Cuvier, 1807",,
18132,Presbytis thomasi,"Presbytis nubilus Miller, 1942",Presbytis,nubilus,"Miller, 1942",,
39811,Presbytis melalophos,"Presbytis aurata (Muller & Schlegel, 1861)",Presbytis,aurata,"(Muller & Schlegel, 1861)",,
39811,Presbytis melalophos,"Presbytis batuanus Miller, 1903",Presbytis,batuanus,"Miller, 1903",,
39811,Presbytis melalophos,"Presbytis ferrugineus (Schlegel, 1876)",Presbytis,ferrugineus,"(Schlegel, 1876)",,
39811,Presbytis melalophos,"Presbytis flavimanus (I. Geoffroy, 1831)",Presbytis,flavimanus,"(I. Geoffroy, 1831)",,
39811,Presbytis melalophos,"Presbytis fluviatilis (Chasen, 1940)",Presbytis,fluviatilis,"(Chasen, 1940)",,
39811,Presbytis melalophos,"Presbytis fusco-murina Elliot, 1906",Presbytis,fusco-murina,"Elliot, 1906",,
39811,Presbytis melalophos,"Presbytis margae Hooijer, 1948",Presbytis,margae,"Hooijer, 1948",,
39811,Presbytis melalophos,"Presbytis nobilis (Gray, 1842)",Presbytis,nobilis,"(Gray, 1842)",,
39811,Presbytis melalophos,"Presbytis melalophos ssp. melalophos (Raffles, 1821)",Presbytis,melalophos,,subspecies,"(Raffles, 1821)"
39815,Presbytis potenziani,"Presbytis potenziani ssp. potenziani (Bonaparte, 1856)",Presbytis,potenziani,,subspecies,"(Bonaparte, 1856)"
39815,Presbytis potenziani,"Presbytis chrysogaster (Peters, 1867)",Presbytis,chrysogaster,"(Peters, 1867)",,
18127,Presbytis frontata,"Presbytis nudifrons Elliot, 1909",Presbytis,nudifrons,"Elliot, 1909",,
18127,Presbytis frontata,"Semnopithecus frontatus Möller, 1838",Semnopithecus,frontatus,"Möller, 1838",,
39803,Presbytis chrysomelas,"Presbytis arwasca Miller, 1934",Presbytis,arwasca,"Miller, 1934",,
39803,Presbytis chrysomelas,"Presbytis femoralis ssp. chrysomelas (Müller, 1838)",Presbytis,femoralis,,subspecies,"(Müller, 1838)"
39803,Presbytis chrysomelas,"Presbytis keatii Robinson & Kloss, 1991",Presbytis,keatii,"Robinson & Kloss, 1991",,
39803,Presbytis chrysomelas,"Presbytis neglectus (Schlegel, 1876)",Presbytis,neglectus,"(Schlegel, 1876)",,
39803,Presbytis chrysomelas,"Presbytis australis Miller, 1913",Presbytis,australis,"Miller, 1913",,
136500,Presbytis natunae,"Presbytis saimaensis ssp. natunae (Thomas & Hartet, 1894)",Presbytis,saimaensis,,subspecies,"(Thomas & Hartet, 1894)"
136500,Presbytis natunae,"Presbytis femoralis ssp. natuae (Thomas & Hartet, 1894)",Presbytis,femoralis,,subspecies,"(Thomas & Hartet, 1894)"
136500,Presbytis natunae,"Presbytis melalophos ssp. natuae (Thomas & Hartet, 1894)",Presbytis,melalophos,,subspecies,"(Thomas & Hartet, 1894)"
4203,Cercocebus sanjei,"Cercocebus galeritus ssp. sanjei Mittermeier, 1986",Cercocebus,galeritus,,subspecies,"Mittermeier, 1986"
4207,Cercocebus chrysogaster,"Cercocebus galeritus ssp. chrysogaster Lydekker, 1900",Cercocebus,galeritus,,subspecies,"Lydekker, 1900"
4200,Cercocebus galeritus,"Cercocebus galeritus ssp. galeritus Peters, 1879",Cercocebus,galeritus,,subspecies,"Peters, 1879"
44694,Semnopithecus johnii,"Trachypithecus leonina (Shaw, 1800)",Trachypithecus,leonina,"(Shaw, 1800)",,
44694,Semnopithecus johnii,"Trachypithecus cucullatus (Fischer, 1829)",Trachypithecus,cucullatus,"(Fischer, 1829)",,
44694,Semnopithecus johnii,"Trachypithecus jubatus (Wagner, 1839)",Trachypithecus,jubatus,"(Wagner, 1839)",,
44694,Semnopithecus johnii,"Trachypithecus johnii (J. Fischer, 1829)",Trachypithecus,johnii,"(J. Fischer, 1829)",,
39853,Trachypithecus francoisi,"Trachypithecus francoisi ssp. francoisi (Pousargues, 1858)",Trachypithecus,francoisi,,subspecies,"(Pousargues, 1858)"
22042,Semnopithecus vetulus,"Trachypithecus vetulus (Erxleben, 1777)",Trachypithecus,vetulus,"(Erxleben, 1777)",,
39871,Trachypithecus poliocephalus,"Trachypithecus poliocephalus ssp. poliocephalus (Pousargues, 1898)",Trachypithecus,poliocephalus,,subspecies,"(Pousargues, 1898)"
22035,Trachypithecus cristatus,"Trachypithecus ultima (Elliot, 1910)",Trachypithecus,ultima,"(Elliot, 1910)",,
22035,Trachypithecus cristatus,"Trachypithecus pullata (Thomas & Wroughton, 1909)",Trachypithecus,pullata,"(Thomas & Wroughton, 1909)",,
22035,Trachypithecus cristatus,"Trachypithecus pruinosus (Desmarest, 1822)",Trachypithecus,pruinosus,"(Desmarest, 1822)",,
22035,Trachypithecus cristatus,"Trachypithecus rutledgii (Anderson, 1878)",Trachypithecus,rutledgii,"(Anderson, 1878)",,
41554,Trachypithecus barbei,"Trachypithecus atrior (Pocock, 1928)",Trachypithecus,atrior,"(Pocock, 1928)",,
22039,Trachypithecus obscurus,"Trachypithecus leucomystax (Müller & Schlegel, 1841)",Trachypithecus,leucomystax,"(Müller & Schlegel, 1841)",,
22039,Trachypithecus obscurus,"Trachypithecus corvus (Miller, 1913)",Trachypithecus,corvus,"(Miller, 1913)",,
22039,Trachypithecus obscurus,"Trachypithecus corax Pocock, 1934",Trachypithecus,corax,"Pocock, 1934",,
22039,Trachypithecus obscurus,"Trachypithecus smithii (Kloss, 1916)",Trachypithecus,smithii,"(Kloss, 1916)",,
22039,Trachypithecus obscurus,"Trachypithecus ruhei (Knottnerus-Meyer, 1933)",Trachypithecus,ruhei,"(Knottnerus-Meyer, 1933)",,
39869,Trachypithecus shortridgei,"Trachypithecus belliger (Wroughton, 1915)",Trachypithecus,belliger,"(Wroughton, 1915)",,
136791,Rungwecebus kipunji,"Lophocebus kipunji (Ehardt, Butynski, Jones & Davenport, 2005)",Lophocebus,kipunji,"(Ehardt, Butynski, Jones & Davenport, 2005)",,
40652,Paragalago rondoensis,"Galago rondoensis Honess in Kingdon, 1997",Galago,rondoensis,"Honess in Kingdon, 1997",,
40652,Paragalago rondoensis,"Galagoides rondoensis (Honess in Kingdon, 1997)",Galagoides,rondoensis,"(Honess in Kingdon, 1997)",,
10550,Hylobates moloch,"Hylobates cinera Cuvier, 1798",Hylobates,cinera,"Cuvier, 1798",,
10550,Hylobates moloch,"Hylobates pongoalsoni Sody, 1949",Hylobates,pongoalsoni,"Sody, 1949",,
10550,Hylobates moloch,"Hylobates leucisca (Schreber, 1799)",Hylobates,leucisca,"(Schreber, 1799)",,
10550,Hylobates moloch,"Hylobates javanicus Matchie, 1893",Hylobates,javanicus,"Matchie, 1893",,
10550,Hylobates moloch,"Simia moloch Audebert, 1798",Simia,moloch,"Audebert, 1798",,
39879,Hylobates albibarbis,"Hylobates muelleri ssp. albibarbis Lyon, 1911",Hylobates,muelleri,,subspecies,"Lyon, 1911"
39879,Hylobates albibarbis,"Hylobates agilis ssp. albibarbis (Lyon, 1911)",Hylobates,agilis,,subspecies,"(Lyon, 1911)"
10548,Hylobates lar,"Hylobates longimana (Schreber, 1774)",Hylobates,longimana,"(Schreber, 1774)",,
10548,Hylobates lar,"Hylobates albimana (Vigors & Horsfield, 1828)",Hylobates,albimana,"(Vigors & Horsfield, 1828)",,
10548,Hylobates lar,"Hylobates varius (Latreille, 1801)",Hylobates,varius,"(Latreille, 1801)",,
10548,Hylobates lar,"Hylobates variegates (É. Geoffroy Saint-Hilaire, 1812)",Hylobates,variegates,"(É. Geoffroy Saint-Hilaire, 1812)",,
10548,Hylobates lar,"Homo lar Linneaus, 1771",Homo,lar,"Linneaus, 1771",,
10547,Hylobates klossii,"Symphalangus klossii G.S. Miller, 1903",Symphalangus,klossii,"G.S. Miller, 1903",,
10543,Hylobates agilis,"Hylobates albo ssp. nigrescens Ludeking, 1862",Hylobates,albo,,subspecies,"Ludeking, 1862"
10543,Hylobates agilis,"Hylobates rafflei É. Geoffroy, 1828",Hylobates,rafflei,"É. Geoffroy, 1828",,
10543,Hylobates agilis,"Hylobates unko Lesson, 1829",Hylobates,unko,"Lesson, 1829",,
10543,Hylobates agilis,"Hylobates albo ssp. griseus Ludeking, 1862",Hylobates,albo,,subspecies,"Ludeking, 1862"
39779,Symphalangus syndactylus,"Hylobates syndactylus (Raffles, 1821)",Hylobates,syndactylus,"(Raffles, 1821)",,
39779,Symphalangus syndactylus,"Symphalangus subfossilis Hooijer, 1960",Symphalangus,subfossilis,"Hooijer, 1960",,
39779,Symphalangus syndactylus,"Symphalangus volzi (Pohl, 1911)",Symphalangus,volzi,"(Pohl, 1911)",,
39779,Symphalangus syndactylus,"Symphalangus gibbon (C. Miller, 1779)",Symphalangus,gibbon,"(C. Miller, 1779)",,
39779,Symphalangus syndactylus,"Symphalangus continentis Thomas, 1908",Symphalangus,continentis,"Thomas, 1908",,
39779,Symphalangus syndactylus,"Simia syndactylus Raffles, 1821",Simia,syndactylus,"Raffles, 1821",,
39876,Hoolock hoolock,"Bunopithecus hoolock ssp. hoolock (Harlan, 1834)",Bunopithecus,hoolock,,subspecies,"(Harlan, 1834)"
39876,Hoolock hoolock,"Hylobates hoolock (Harlan, 1834) [<i>pro parte</i>]",Hylobates,hoolock,"(Harlan, 1834) [<i>pro parte</i>]",,
39876,Hoolock hoolock,"Simia hoolock Harlan, 1834",Simia,hoolock,"Harlan, 1834",,
118355453,Hoolock leuconedys,"Bunopithecus hoolock ssp. leuconedys Groves, 1967",Bunopithecus,hoolock ssp. leuconedys,"Groves, 1967",,
39775,Nomascus concolor,"Hylobates concolor (Harlan, 1826)",Hylobates,concolor,"(Harlan, 1826)",,
39775,Nomascus concolor,"Nomascus henrici de Pousargues, 1897",Nomascus,henrici,"de Pousargues, 1897",,
39775,Nomascus concolor,"Nomascus harlani Lesson, 1827",Nomascus,harlani,"Lesson, 1827",,
39775,Nomascus concolor,"Nomascus niger Ogilby, 1840",Nomascus,niger,"Ogilby, 1840",,
39775,Nomascus concolor,"Simia concolor Harlan, 1826",Simia,concolor,"Harlan, 1826",,
39896,Nomascus siki,"Hylobates concolor ssp. siki Delacour, 1951",Hylobates,concolor,,subspecies,"Delacour, 1951"
128073282,Nomascus gabriellae,"Hylobates gabriellae Thomas, 1909",Hylobates,gabriellae,"Thomas, 1909",,
41643,Nomascus hainanus,"Hylobates hainanus Thomas, 1892",Hylobates,hainanus,"Thomas, 1892",,
41643,Nomascus hainanus,"Nomascus nasutus ssp. hainanus (Thomas, 1892)",Nomascus,nasutus,,subspecies,"(Thomas, 1892)"
41642,Nomascus nasutus,"Hylobates nasutus Kunkel d'Herculais, 1884",Hylobates,nasutus,"Kunkel d'Herculais, 1884",,
163013860,Nycticebus menagensis,"Nycticebus menagensis ssp. philippinus Cabrera, 1908",Nycticebus,menagensis,,subspecies,"Cabrera, 1908"
163013860,Nycticebus menagensis,"Lemur menagensis Lydekker, 1893",Lemur,menagensis,"Lydekker, 1893",,
163013860,Nycticebus menagensis,"Nycticebus menagensis ssp. menagensis Lydekker, 1893",Nycticebus,menagensis,,subspecies,"Lydekker, 1893"
163013860,Nycticebus menagensis,"Nycticebus coucang ssp. menagensis Lydekker, 1893",Nycticebus,coucang,,subspecies,"Lydekker, 1893"
163017685,Nycticebus coucang,"Nycticebus brachycephalus Sody, 1949",Nycticebus,brachycephalus,"Sody, 1949",,
163017685,Nycticebus coucang,"Nycticebus buku Robinson, 1917",Nycticebus,buku,"Robinson, 1917",,
163017685,Nycticebus coucang,"Nycticebus coucang ssp. coucang (Boddaert, 1785)",Nycticebus,coucang,,subspecies,"(Boddaert, 1785)"
163017685,Nycticebus coucang,"Nycticebus insularis Robinson, 1917",Nycticebus,insularis,"Robinson, 1917",,
163017685,Nycticebus coucang,"Nycticebus malaiana Anderson, 1881",Nycticebus,malaiana,"Anderson, 1881",,
163017685,Nycticebus coucang,"Nycticebus natunae Stone & Rehn, 1902",Nycticebus,natunae,"Stone & Rehn, 1902",,
163017685,Nycticebus coucang,"Nycticebus sumatrensis Ludeking, 1867",Nycticebus,sumatrensis,"Ludeking, 1867",,
163017685,Nycticebus coucang,"Nycticebus tardigradus (Raffles, 1821)",Nycticebus,tardigradus,"(Raffles, 1821)",,
163017685,Nycticebus coucang,"Tardigradus coucang Boddaert, 1784",Tardigradus,coucang,"Boddaert, 1784",,
41550,Plecturocebus modestus,"Callicebus modestus Lönnberg, 1939",Callicebus,modestus,"Lönnberg, 1939",,
41558,Plecturocebus brunneus,"Callicebus brunneus (Wagner, 1842)",Callicebus,brunneus,"(Wagner, 1842)",,
39928,Plecturocebus ornatus,"Callicebus cupreus ssp. ornatus (Gray, 1866)",Callicebus,cupreus,,subspecies,"(Gray, 1866)"
39928,Plecturocebus ornatus,"Callicebus ornatus (Gray, 1866)",Callicebus,ornatus,"(Gray, 1866)",,
39930,Callicebus melanochir,"Callicebus personatus ssp. melanochir Wied-Neuwied, 1820",Callicebus,personatus,,subspecies,"Wied-Neuwied, 1820"
3553,Plecturocebus oenanthe,"Callicebus oenanthe Thomas, 1924",Callicebus,oenanthe,"Thomas, 1924",,
3554,Plecturocebus olallae,"Callicebus olallae Lönnberg, 1939",Callicebus,olallae,"Lönnberg, 1939",,
43892,Chiropotes utahickae,"Chiropotes satanas ssp. utahicki Hershkovitz, 1985",Chiropotes,satanas,,subspecies,"Hershkovitz, 1985"
43892,Chiropotes utahickae,"Chiropotes satanus Hershkovitz, 1985 ssp. utahicki",Chiropotes,satanus,"Hershkovitz, 1985",subspecies,
21488,Cephalopachus bancanus,"Tarsius natunensis Chasen, 1940",Tarsius,natunensis,"Chasen, 1940",,
21488,Cephalopachus bancanus,"Tarsius bancanus Horsfield, 1821",Tarsius,bancanus,"Horsfield, 1821",,
21489,Tarsius dentatus,"Tarsius dianae Niemitz, Nietsch, Warter & Rumpler, 1991",Tarsius,dianae,"Niemitz, Nietsch, Warter & Rumpler, 1991",,
162369551,Tarsius tarsier,"Lemur tarsier Erxleben, 1777",Lemur,tarsier,"Erxleben, 1777",,
162369551,Tarsius tarsier,"Tarsius buffonii Link, 1795",Tarsius,buffonii,"Link, 1795",,
162369551,Tarsius tarsier,"Tarsius daubentonii Fischer, 1804",Tarsius,daubentonii,"Fischer, 1804",,
162369551,Tarsius tarsier,"Tarsius macrotarsos Schreber, 1778",Tarsius,macrotarsos,"Schreber, 1778",,
162369551,Tarsius tarsier,"Tarsius pallassii É. Geoffroy Saint-.Hilaire, 1796",Tarsius,pallassii,"É. Geoffroy Saint-.Hilaire, 1796",,
